hospital_id,region_id,hospital_name,hospital_alternative_name,latitud,longitud,consultas,grdxegresos,bienesyservicios,remuneraciones,diascamadisponibles,consultasurgencias,examenes,quirofanos,año,complejidad
124110,10,Hospital de Llanquihue,Hospital de Llanquihue,-41.2606,-73.0042,0.0,367.15796,933483.0,264105.0,6814.0,22765.0,98917.0,0.0,2014,1
124125,10,Hospital de Maullín,Hospital de Maullín,-41.6192,-73.6056,128.0,204.2883,965407.0,363375.0,9069.0,11120.0,95687.0,0.0,2014,1
124140,10,Hospital de Palena,Hospital de Palena,-43.6161,-71.8036,10.0,48.38002,764169.0,322825.0,1543.0,2823.0,31314.0,0.0,2014,1
124105,10,Hospital de Puerto Montt,Hospital de Puerto Montt,-41.4687,-72.9411,179366.0,19508.1024,32068330.0,21406747.0,207903.0,113823.0,1279006.0,0.0,2014,3
125104,11,Hospital Dr. Jorge Ibar (Cisnes),Hospital de Cisnes,-44.7477,-72.6964,18.0,75.55236,1209127.0,224624.0,3285.0,4883.0,19682.0,0.0,2014,1
125102,11,Hospital Dr. Leopoldo Ortega R. (Chile Chico),Hospital de Chile Chico,-46.5416,-71.7265,8.0,107.36388,1291728.0,175757.0,2920.0,9358.0,37215.0,0.0,2014,1
125103,11,Hospital Lord Cochrane,Hospital de Cochrane,-47.2549,-72.5687,55.0,110.67758,1253458.0,233268.0,2555.0,4177.0,19675.0,0.0,2014,1
125100,11,Hospital Regional (Coihaique),Hospital de Coyhaique,-45.5713,-72.0661,68942.0,7190.0972,19606460.0,9216381.0,55437.0,86481.0,891733.0,128.0,2014,3
125101,11,Hospital de Puerto Aysén,Hospital de Puerto Aysén,-45.4037,-72.6993,11154.0,1020.84936,4949976.0,1507570.0,16060.0,42648.0,221260.0,0.0,2014,2
126102,12,Hospital Dr. Marco Antonio Chamorro ( Porvenir),Hospital Porvenir,-53.2984,-70.3683,288.0,205.4494,1202626.0,348448.0,5355.0,12702.0,20501.0,0.0,2014,1
126101,12,Hospital Dr. Augusto Essmann Burgos ( Natales),Hospital de Puerto Natales,-51.7264,-72.5143,11216.0,1178.3586,2965203.0,1160649.0,21971.0,35063.0,136968.0,0.0,2014,2
126100,12,Hospital Clínico de Magallanes Dr. Lautaro Navarro Avaria,Hospital Regional de Punta Arenas,-53.1598,-70.9056,118202.0,8683.2606,23263245.0,11833050.0,114517.0,105374.0,617550.0,126.0,2014,3
112103,13,Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica,Hospital del Tórax,-33.4428,-70.6193,38204.0,6149.6934,8552125.0,12167125.0,46880.0,0.0,416083.0,0.0,2014,3
112102,13,Hospital de Niños Dr. Luis Calvo Mackenna (Santiago - Providencia),Hospital Luis Calvo Mackenna,-33.4401,-70.6112,119644.0,9125.2293,17279946.0,19458379.0,66517.0,56669.0,878472.0,3523.0,2014,3
112101,13,Hospital Dr. Luis Tisné B. (Santiago - Peñalolén),Hospital Santiago Oriente Luis Tisne,-33.4711,-70.5302,6726.0,11020.009,14654696.0,10264670.0,107587.0,70937.0,66515.0,0.0,2014,3
112100,13,Hospital Del Salvador (Santiago - Providencia),Hospital Salvador,-33.4345,-70.6196,274206.0,12212.358,27201643.0,39817772.0,122049.0,63654.0,2055559.0,0.0,2014,3
112106,13,Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva,Instituto de Geriatría,-33.4269,-70.6456,36365.0,819.14664,2660008.0,911812.0,17155.0,0.0,618.0,0.0,2014,3
